Latitude (decimal degrees):	50.910
Longitude (decimal degrees):	-1.404
Elevation (m):	19
Radiation database:	PVGIS-SARAH2


Slope: 51 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	0.5
System losses (%):	0.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050101:0010,0.0,0.0,0.0,0.0,0.0,6.31,2.97,0.0
20050101:0110,0.0,0.0,0.0,0.0,0.0,5.78,2.9,0.0
20050101:0210,0.0,0.0,0.0,0.0,0.0,5.78,2.97,0.0
20050101:0310,0.0,0.0,0.0,0.0,0.0,5.78,3.03,0.0
20050101:0410,0.0,0.0,0.0,0.0,0.0,6.31,3.1,0.0
20050101:0510,0.0,0.0,0.0,0.0,0.0,6.84,3.17,0.0
20050101:0610,0.0,0.0,0.0,0.0,0.0,7.37,3.24,0.0
20050101:0710,0.0,0.0,0.0,0.0,0.0,7.37,3.1,0.0
20050101:0810,0.0,0.0,0.0,0.0,0.0,7.9,3.38,0.0
20050101:0910,0.0,0.0,4.07,0.18,6.34,8.43,3.72,0.0
20050101:1010,32.51,19.86,57.7,2.62,11.63,8.96,4.14,0.0
20050101:1110,26.56,3.45,62.49,2.84,14.98,9.49,4.76,0.0
20050101:1210,56.87,26.58,97.54,4.43,16.08,10.02,5.79,0.0
20050101:1310,9.94,0.0,31.76,1.44,14.83,10.55,6.76,0.0
20050101:1410,19.53,0.0,52.12,2.36,11.35,11.09,9.1,0.0
20050101:1510,38.16,37.39,52.36,2.07,5.94,11.09,9.93,0.0
20050101:1610,0.0,0.0,0.0,0.0,0.0,11.09,10.21,0.0
20050101:1710,0.0,0.0,0.0,0.0,0.0,11.61,10.21,0.0
20050101:1810,0.0,0.0,0.0,0.0,0.0,11.09,10.34,0.0
20050101:1910,0.0,0.0,0.0,0.0,0.0,10.55,8.9,0.0
20050101:2010,0.0,0.0,0.0,0.0,0.0,8.96,8.34,0.0
20050101:2110,0.0,0.0,0.0,0.0,0.0,8.43,8.14,0.0
20050101:2210,0.0,0.0,0.0,0.0,0.0,7.37,7.66,0.0
20050101:2310,0.0,0.0,0.0,0.0,0.0,6.84,7.24,0.0
20050102:0010,0.0,0.0,0.0,0.0,0.0,6.31,7.1,0.0
20050102:0110,0.0,0.0,0.0,0.0,0.0,6.31,6.76,0.0
20050102:0210,0.0,0.0,0.0,0.0,0.0,5.78,6.48,0.0
20050102:0310,0.0,0.0,0.0,0.0,0.0,5.78,6.41,0.0
20050102:0410,0.0,0.0,0.0,0.0,0.0,5.78,6.41,0.0
20050102:0510,0.0,0.0,0.0,0.0,0.0,5.25,6.21,0.0
20050102:0610,0.0,0.0,0.0,0.0,0.0,5.25,6.0,0.0
20050102:0710,0.0,0.0,0.0,0.0,0.0,4.72,5.72,0.0
20050102:0810,0.0,0.0,0.0,0.0,0.0,4.72,5.66,0.0
20050102:0910,43.1,64.97,32.12,1.4,6.37,4.72,5.66,0.0
20050102:1010,225.32,332.1,102.9,5.21,11.68,5.78,5.79,0.0
20050102:1110,318.11,477.15,139.87,7.87,15.05,6.31,5.45,0.0
20050102:1210,389.34,621.88,142.85,9.46,16.17,7.37,5.72,0.0
20050102:1310,368.02,561.8,158.46,8.83,14.93,7.9,6.55,0.0
20050102:1410,322.3,479.78,149.47,6.87,11.46,7.9,6.69,0.0
20050102:1510,61.78,67.34,66.11,2.4,6.07,7.37,6.21,0.0
20050102:1610,0.0,0.0,0.0,0.0,0.0,6.84,5.93,0.0
20050102:1710,0.0,0.0,0.0,0.0,0.0,6.31,5.72,0.0
20050102:1810,0.0,0.0,0.0,0.0,0.0,5.78,5.38,0.0
20050102:1910,0.0,0.0,0.0,0.0,0.0,5.25,5.38,0.0
20050102:2010,0.0,0.0,0.0,0.0,0.0,5.25,5.24,0.0
20050102:2110,0.0,0.0,0.0,0.0,0.0,4.72,5.03,0.0
20050102:2210,0.0,0.0,0.0,0.0,0.0,4.72,4.83,0.0
20050102:2310,0.0,0.0,0.0,0.0,0.0,4.72,4.62,0.0
20050103:0010,0.0,0.0,0.0,0.0,0.0,4.72,4.48,0.0
20050103:0110,0.0,0.0,0.0,0.0,0.0,4.72,4.48,0.0
20050103:0210,0.0,0.0,0.0,0.0,0.0,4.72,4.48,0.0
20050103:0310,0.0,0.0,0.0,0.0,0.0,4.72,4.62,0.0
20050103:0410,0.0,0.0,0.0,0.0,0.0,5.25,4.83,0.0
20050103:0510,0.0,0.0,0.0,0.0,0.0,5.25,4.97,0.0
20050103:0610,0.0,0.0,0.0,0.0,0.0,5.25,5.03,0.0
20050103:0710,0.0,0.0,0.0,0.0,0.0,5.78,5.31,0.0
20050103:0810,0.0,0.0,0.0,0.0,0.0,6.31,5.24,0.0
20050103:0910,28.4,41.05,28.35,1.26,6.41,6.31,5.31,0.0
20050103:1010,169.58,228.14,104.56,4.73,11.74,7.37,5.52,0.0
20050103:1110,158.22,177.67,135.11,6.02,15.12,8.43,4.76,0.0
20050103:1210,299.59,418.04,171.75,8.46,16.26,9.49,5.24,0.0
20050103:1310,84.62,61.67,114.63,5.1,15.04,10.02,5.24,0.0
20050103:1410,113.49,114.96,116.24,4.77,11.59,10.02,4.83,0.0
20050103:1510,0.48,0.0,7.33,0.33,6.2,9.49,5.1,0.0
20050103:1610,0.0,0.0,0.0,0.0,0.0,8.96,5.1,0.0
20050103:1710,0.0,0.0,0.0,0.0,0.0,8.43,5.17,0.0
20050103:1810,0.0,0.0,0.0,0.0,0.0,8.43,5.38,0.0
20050103:1910,0.0,0.0,0.0,0.0,0.0,8.43,6.28,0.0
20050103:2010,0.0,0.0,0.0,0.0,0.0,8.43,6.48,0.0
20050103:2110,0.0,0.0,0.0,0.0,0.0,8.43,6.62,0.0
20050103:2210,0.0,0.0,0.0,0.0,0.0,8.43,6.83,0.0
20050103:2310,0.0,0.0,0.0,0.0,0.0,8.43,6.97,0.0
20050104:0010,0.0,0.0,0.0,0.0,0.0,8.43,7.03,0.0
20050104:0110,0.0,0.0,0.0,0.0,0.0,8.43,7.24,0.0
20050104:0210,0.0,0.0,0.0,0.0,0.0,8.96,7.45,0.0
20050104:0310,0.0,0.0,0.0,0.0,0.0,8.96,7.59,0.0
20050104:0410,0.0,0.0,0.0,0.0,0.0,9.49,7.86,0.0
20050104:0510,0.0,0.0,0.0,0.0,0.0,9.49,8.0,0.0
20050104:0610,0.0,0.0,0.0,0.0,0.0,9.49,8.07,0.0
20050104:0710,0.0,0.0,0.0,0.0,0.0,9.49,8.41,0.0
20050104:0810,0.0,0.0,0.0,0.0,0.0,9.49,8.0,0.0
20050104:0910,2.86,0.0,14.66,0.67,6.46,9.49,8.48,0.0
20050104:1010,1.44,0.0,10.59,0.48,11.8,10.02,8.55,0.0
20050104:1110,10.68,0.0,33.39,1.51,15.2,10.55,8.76,0.0
20050104:1210,10.68,0.0,33.39,1.51,16.36,10.55,8.34,0.0
20050104:1310,11.39,0.0,35.02,1.59,15.16,11.09,7.93,0.0
20050104:1410,8.13,0.0,27.69,1.26,11.71,10.55,8.14,0.0
20050104:1510,1.44,0.0,10.59,0.48,6.33,10.55,7.59,0.0
20050104:1610,0.0,0.0,0.0,0.0,0.0,10.55,6.55,0.0
20050104:1710,0.0,0.0,0.0,0.0,0.0,10.55,5.1,0.0
20050104:1810,0.0,0.0,0.0,0.0,0.0,10.02,4.34,0.0
20050104:1910,0.0,0.0,0.0,0.0,0.0,8.96,4.34,0.0
20050104:2010,0.0,0.0,0.0,0.0,0.0,7.9,3.59,0.0
20050104:2110,0.0,0.0,0.0,0.0,0.0,6.31,3.1,0.0
20050104:2210,0.0,0.0,0.0,0.0,0.0,5.25,3.17,0.0
20050104:2310,0.0,0.0,0.0,0.0,0.0,4.72,2.97,0.0
20050105:0010,0.0,0.0,0.0,0.0,0.0,4.19,2.48,0.0
20050105:0110,0.0,0.0,0.0,0.0,0.0,3.66,2.76,0.0
20050105:0210,0.0,0.0,0.0,0.0,0.0,3.66,3.03,0.0
20050105:0310,0.0,0.0,0.0,0.0,0.0,4.19,3.24,0.0
20050105:0410,0.0,0.0,0.0,0.0,0.0,4.19,3.31,0.0
20050105:0510,0.0,0.0,0.0,0.0,0.0,4.72,3.31,0.0
20050105:0610,0.0,0.0,0.0,0.0,0.0,5.25,3.24,0.0
20050105:0710,0.0,0.0,0.0,0.0,0.0,4.72,2.97,0.0
20050105:0810,0.0,0.0,0.0,0.0,0.0,4.72,3.24,0.0
20050105:0910,28.52,40.34,29.18,1.29,6.51,5.78,3.59,0.0
20050105:1010,48.66,38.87,68.74,3.1,11.87,6.84,4.28,0.0
20050105:1110,74.54,54.09,101.98,4.62,15.3,7.9,4.9,0.0
20050105:1210,226.06,273.49,168.13,7.61,16.47,8.43,5.31,0.0
20050105:1310,110.31,94.7,128.35,5.65,15.28,8.96,6.07,0.0
20050105:1410,67.15,50.59,92.53,4.03,11.85,8.96,6.21,0.0
20050105:1510,15.66,5.79,38.12,1.7,6.47,8.96,6.48,0.0
20050105:1610,0.0,0.0,0.0,0.0,0.0,8.96,6.48,0.0
20050105:1710,0.0,0.0,0.0,0.0,0.0,8.43,6.62,0.0
20050105:1810,0.0,0.0,0.0,0.0,0.0,8.43,7.52,0.0
20050105:1910,0.0,0.0,0.0,0.0,0.0,8.43,7.59,0.0
20050105:2010,0.0,0.0,0.0,0.0,0.0,8.96,7.93,0.0
20050105:2110,0.0,0.0,0.0,0.0,0.0,9.49,7.38,0.0
20050105:2210,0.0,0.0,0.0,0.0,0.0,8.96,6.41,0.0
20050105:2310,0.0,0.0,0.0,0.0,0.0,8.43,5.72,0.0
20050106:0010,0.0,0.0,0.0,0.0,0.0,7.9,5.31,0.0
20050106:0110,0.0,0.0,0.0,0.0,0.0,7.37,4.69,0.0
20050106:0210,0.0,0.0,0.0,0.0,0.0,6.84,3.72,0.0
20050106:0310,0.0,0.0,0.0,0.0,0.0,5.78,2.97,0.0
20050106:0410,0.0,0.0,0.0,0.0,0.0,5.78,3.03,0.0
20050106:0510,0.0,0.0,0.0,0.0,0.0,5.78,3.17,0.0
20050106:0610,0.0,0.0,0.0,0.0,0.0,5.78,3.38,0.0
20050106:0710,0.0,0.0,0.0,0.0,0.0,6.31,3.31,0.0
20050106:0810,0.0,0.0,0.0,0.0,0.0,6.31,3.72,0.0
20050106:0910,17.84,22.82,25.43,1.15,6.57,6.31,3.79,0.0
20050106:1010,103.42,119.69,90.81,4.03,11.95,7.9,3.93,0.0
20050106:1110,244.43,329.37,151.18,7.24,15.39,8.96,4.34,0.0
20050106:1210,174.02,187.71,157.08,6.98,16.59,10.02,4.97,0.0
20050106:1310,116.3,104.12,131.75,5.8,15.41,10.55,5.93,0.0
20050106:1410,57.4,38.54,87.11,3.84,11.99,10.55,6.0,0.0
20050106:1510,181.18,243.9,118.8,3.62,6.62,10.55,6.34,0.0
20050106:1610,0.0,0.0,0.0,0.0,0.0,10.55,7.03,0.0
20050106:1710,0.0,0.0,0.0,0.0,0.0,10.55,7.72,0.0
20050106:1810,0.0,0.0,0.0,0.0,0.0,10.55,7.79,0.0
20050106:1910,0.0,0.0,0.0,0.0,0.0,10.55,8.28,0.0
20050106:2010,0.0,0.0,0.0,0.0,0.0,10.55,8.34,0.0
20050106:2110,0.0,0.0,0.0,0.0,0.0,10.55,8.34,0.0
20050106:2210,0.0,0.0,0.0,0.0,0.0,10.55,8.34,0.0
20050106:2310,0.0,0.0,0.0,0.0,0.0,10.55,8.48,0.0
20050107:0010,0.0,0.0,0.0,0.0,0.0,10.55,8.62,0.0
20050107:0110,0.0,0.0,0.0,0.0,0.0,10.55,8.41,0.0
20050107:0210,0.0,0.0,0.0,0.0,0.0,11.09,8.0,0.0
20050107:0310,0.0,0.0,0.0,0.0,0.0,11.09,8.34,0.0
20050107:0410,0.0,0.0,0.0,0.0,0.0,11.09,8.97,0.0
20050107:0510,0.0,0.0,0.0,0.0,0.0,11.61,9.24,0.0
20050107:0610,0.0,0.0,0.0,0.0,0.0,11.09,9.1,0.0
20050107:0710,0.0,0.0,0.0,0.0,0.0,11.61,8.97,0.0
20050107:0810,0.0,0.0,0.0,0.0,0.0,11.09,9.17,0.0
20050107:0910,0.0,0.0,4.07,0.18,6.63,11.09,9.45,0.0
20050107:1010,23.53,7.67,52.7,2.4,12.04,11.61,9.72,0.0
20050107:1110,10.26,0.0,32.57,1.48,15.5,11.61,9.86,0.0
20050107:1210,60.78,28.94,103.05,4.69,16.71,11.61,9.59,0.0
20050107:1310,4.04,0.0,17.91,0.81,15.55,11.61,9.79,0.0
20050107:1410,2.82,0.0,14.66,0.67,12.14,11.61,9.1,0.0
20050107:1510,2.82,0.0,14.66,0.67,6.77,11.61,10.21,0.0
20050107:1610,0.0,0.0,0.0,0.0,0.0,11.09,10.07,0.0
20050107:1710,0.0,0.0,0.0,0.0,0.0,11.09,10.07,0.0
20050107:1810,0.0,0.0,0.0,0.0,0.0,11.09,10.07,0.0
20050107:1910,0.0,0.0,0.0,0.0,0.0,11.09,10.55,0.0
20050107:2010,0.0,0.0,0.0,0.0,0.0,11.09,10.9,0.0
20050107:2110,0.0,0.0,0.0,0.0,0.0,10.55,11.17,0.0
20050107:2210,0.0,0.0,0.0,0.0,0.0,10.55,11.52,0.0
20050107:2310,0.0,0.0,0.0,0.0,0.0,10.55,11.72,0.0
20050108:0010,0.0,0.0,0.0,0.0,0.0,10.55,12.0,0.0
20050108:0110,0.0,0.0,0.0,0.0,0.0,10.55,12.41,0.0
20050108:0210,0.0,0.0,0.0,0.0,0.0,10.55,12.83,0.0
20050108:0310,0.0,0.0,0.0,0.0,0.0,11.09,13.31,0.0
20050108:0410,0.0,0.0,0.0,0.0,0.0,11.09,13.72,0.0
20050108:0510,0.0,0.0,0.0,0.0,0.0,11.61,13.1,0.0
20050108:0610,0.0,0.0,0.0,0.0,0.0,11.09,10.83,0.0
20050108:0710,0.0,0.0,0.0,0.0,0.0,10.02,10.55,0.0
20050108:0810,0.0,0.0,0.0,0.0,0.0,8.96,10.48,0.0
20050108:0910,0.27,0.0,6.51,0.3,6.71,8.96,10.62,0.0
20050108:1010,214.2,308.13,106.8,5.32,12.13,8.43,10.0,0.0
20050108:1110,311.4,457.88,144.35,8.05,15.61,8.96,9.52,0.0
20050108:1210,355.26,520.75,166.38,9.35,16.84,8.43,9.59,0.0
20050108:1310,344.3,496.32,170.97,8.9,15.7,8.43,8.97,0.0
20050108:1410,327.38,483.22,153.65,7.35,12.29,8.43,8.28,0.0
20050108:1510,279.14,419.37,128.92,4.43,6.93,8.43,7.38,0.0
20050108:1610,0.0,0.0,0.0,0.0,0.0,7.9,6.34,0.0
20050108:1710,0.0,0.0,0.0,0.0,0.0,7.37,5.72,0.0
20050108:1810,0.0,0.0,0.0,0.0,0.0,6.84,5.59,0.0
20050108:1910,0.0,0.0,0.0,0.0,0.0,6.84,5.59,0.0
20050108:2010,0.0,0.0,0.0,0.0,0.0,6.84,5.59,0.0
20050108:2110,0.0,0.0,0.0,0.0,0.0,6.84,5.52,0.0
20050108:2210,0.0,0.0,0.0,0.0,0.0,6.84,5.52,0.0
20050108:2310,0.0,0.0,0.0,0.0,0.0,6.84,5.72,0.0
20050109:0010,0.0,0.0,0.0,0.0,0.0,6.84,5.86,0.0
20050109:0110,0.0,0.0,0.0,0.0,0.0,6.84,5.93,0.0
20050109:0210,0.0,0.0,0.0,0.0,0.0,6.84,5.86,0.0
20050109:0310,0.0,0.0,0.0,0.0,0.0,6.84,5.59,0.0
20050109:0410,0.0,0.0,0.0,0.0,0.0,6.84,5.31,0.0
20050109:0510,0.0,0.0,0.0,0.0,0.0,6.84,4.97,0.0
20050109:0610,0.0,0.0,0.0,0.0,0.0,7.37,4.69,0.0
20050109:0710,0.0,0.0,0.0,0.0,0.0,7.37,4.41,0.0
20050109:0810,0.0,0.0,0.0,0.0,0.0,7.9,4.9,0.0
20050109:0910,11.26,11.01,23.59,1.07,6.79,8.43,5.24,0.0
20050109:1010,45.34,33.96,68.33,3.1,12.23,9.49,6.14,0.0
20050109:1110,159.62,177.93,137.98,6.24,15.73,10.02,7.1,0.0
20050109:1210,21.24,0.0,55.37,2.51,16.98,10.02,7.52,0.0
20050109:1310,20.43,0.0,53.74,2.44,15.85,10.02,8.48,0.0
20050109:1410,25.52,3.73,60.21,2.73,12.45,10.02,7.79,0.0
20050109:1510,0.94,0.0,8.96,0.41,7.1,10.02,7.72,0.0
20050109:1610,0.0,0.0,1.63,0.07,0.18,11.09,8.41,0.0
20050109:1710,0.0,0.0,0.0,0.0,0.0,11.61,9.17,0.0
20050109:1810,0.0,0.0,0.0,0.0,0.0,12.15,9.17,0.0
20050109:1910,0.0,0.0,0.0,0.0,0.0,12.15,9.1,0.0
20050109:2010,0.0,0.0,0.0,0.0,0.0,12.15,9.17,0.0
20050109:2110,0.0,0.0,0.0,0.0,0.0,12.15,9.24,0.0
20050109:2210,0.0,0.0,0.0,0.0,0.0,12.15,9.24,0.0
20050109:2310,0.0,0.0,0.0,0.0,0.0,11.61,9.31,0.0
20050110:0010,0.0,0.0,0.0,0.0,0.0,11.61,9.38,0.0
20050110:0110,0.0,0.0,0.0,0.0,0.0,11.61,9.52,0.0
20050110:0210,0.0,0.0,0.0,0.0,0.0,11.61,9.66,0.0
20050110:0310,0.0,0.0,0.0,0.0,0.0,11.61,9.66,0.0
20050110:0410,0.0,0.0,0.0,0.0,0.0,11.61,9.52,0.0
20050110:0510,0.0,0.0,0.0,0.0,0.0,11.61,9.38,0.0
20050110:0610,0.0,0.0,0.0,0.0,0.0,11.61,9.38,0.0
20050110:0710,0.0,0.0,0.0,0.0,0.0,11.61,8.97,0.0
20050110:0810,0.0,0.0,0.0,0.0,0.0,11.61,8.83,0.0
20050110:0910,24.18,32.59,29.62,1.33,6.88,11.61,8.9,0.0
20050110:1010,137.0,172.09,102.61,4.62,12.34,11.09,8.9,0.0
20050110:1110,5.03,0.0,20.36,0.92,15.86,11.09,8.69,0.0
20050110:1210,6.71,0.0,24.43,1.11,17.12,11.09,8.07,0.0
20050110:1310,12.52,0.0,37.46,1.7,16.01,11.09,7.45,0.0
20050110:1410,4.7,0.0,19.54,0.89,12.62,11.09,6.48,0.0
20050110:1510,0.92,0.0,8.96,0.41,7.27,11.09,4.76,0.0
20050110:1610,0.0,0.0,2.44,0.11,0.36,11.09,3.79,0.0
20050110:1710,0.0,0.0,0.0,0.0,0.0,10.55,3.38,0.0
20050110:1810,0.0,0.0,0.0,0.0,0.0,9.49,3.31,0.0
20050110:1910,0.0,0.0,0.0,0.0,0.0,8.96,3.86,0.0
20050110:2010,0.0,0.0,0.0,0.0,0.0,8.96,4.28,0.0
20050110:2110,0.0,0.0,0.0,0.0,0.0,8.43,4.28,0.0
20050110:2210,0.0,0.0,0.0,0.0,0.0,8.43,4.28,0.0
20050110:2310,0.0,0.0,0.0,0.0,0.0,7.9,4.41,0.0
20050111:0010,0.0,0.0,0.0,0.0,0.0,7.9,4.55,0.0
20050111:0110,0.0,0.0,0.0,0.0,0.0,8.43,4.55,0.0
20050111:0210,0.0,0.0,0.0,0.0,0.0,8.43,4.48,0.0
20050111:0310,0.0,0.0,0.0,0.0,0.0,8.43,4.34,0.0
20050111:0410,0.0,0.0,0.0,0.0,0.0,8.96,4.55,0.0
20050111:0510,0.0,0.0,0.0,0.0,0.0,8.96,5.1,0.0
20050111:0610,0.0,0.0,0.0,0.0,0.0,8.96,5.66,0.0
20050111:0710,0.0,0.0,0.0,0.0,0.0,8.96,6.21,0.0
20050111:0810,0.0,0.0,0.0,0.0,0.0,8.96,6.55,0.0
20050111:0910,3.46,0.0,16.29,0.74,6.97,9.49,6.9,0.0
20050111:1010,1.7,0.0,11.4,0.52,12.45,10.55,7.79,0.0
20050111:1110,5.36,0.0,21.17,0.96,15.99,11.09,8.76,0.0
20050111:1210,4.7,0.0,19.54,0.89,17.27,11.09,10.28,0.0
20050111:1310,19.88,0.0,52.93,2.4,16.17,11.61,10.62,0.0
20050111:1410,10.22,0.0,32.57,1.48,12.79,12.15,10.62,0.0
20050111:1510,5.3,0.0,21.17,0.96,7.45,12.68,10.76,0.0
20050111:1610,0.0,0.0,4.89,0.22,0.53,12.15,11.03,0.0
20050111:1710,0.0,0.0,0.0,0.0,0.0,12.15,8.83,0.0
20050111:1810,0.0,0.0,0.0,0.0,0.0,11.09,7.38,0.0
20050111:1910,0.0,0.0,0.0,0.0,0.0,10.02,6.41,0.0
20050111:2010,0.0,0.0,0.0,0.0,0.0,8.96,6.41,0.0
20050111:2110,0.0,0.0,0.0,0.0,0.0,8.43,6.76,0.0
20050111:2210,0.0,0.0,0.0,0.0,0.0,8.43,7.1,0.0
20050111:2310,0.0,0.0,0.0,0.0,0.0,8.43,7.17,0.0
20050112:0010,0.0,0.0,0.0,0.0,0.0,8.43,6.83,0.0
20050112:0110,0.0,0.0,0.0,0.0,0.0,7.9,6.97,0.0
20050112:0210,0.0,0.0,0.0,0.0,0.0,7.9,6.83,0.0
20050112:0310,0.0,0.0,0.0,0.0,0.0,7.9,6.62,0.0
20050112:0410,0.0,0.0,0.0,0.0,0.0,7.37,6.41,0.0
20050112:0510,0.0,0.0,0.0,0.0,0.0,6.84,6.14,0.0
20050112:0610,0.0,0.0,0.0,0.0,0.0,6.84,6.21,0.0
20050112:0710,0.0,0.0,0.0,0.0,0.0,6.84,5.93,0.0
20050112:0810,0.0,0.0,0.0,0.0,0.0,6.84,5.93,0.0
20050112:0910,44.11,63.3,36.48,1.63,7.07,6.84,6.0,0.0
20050112:1010,258.72,400.31,101.1,5.99,12.57,7.37,6.34,0.0
20050112:1110,356.27,570.05,127.49,8.9,16.13,8.43,6.28,0.0
20050112:1210,408.2,666.94,136.86,10.38,17.43,8.96,7.03,0.0
20050112:1310,367.96,553.62,167.15,9.57,16.34,8.96,7.31,0.0
20050112:1410,233.56,295.96,159.94,6.72,12.97,8.96,7.24,0.0
20050112:1510,198.01,265.36,126.05,4.21,7.63,8.96,6.83,0.0
20050112:1610,2.28,0.0,13.03,0.59,0.72,8.43,6.28,0.0
20050112:1710,0.0,0.0,0.0,0.0,0.0,7.37,5.93,0.0
20050112:1810,0.0,0.0,0.0,0.0,0.0,6.84,5.72,0.0
20050112:1910,0.0,0.0,0.0,0.0,0.0,6.31,5.1,0.0
20050112:2010,0.0,0.0,0.0,0.0,0.0,6.31,5.24,0.0
20050112:2110,0.0,0.0,0.0,0.0,0.0,5.78,5.1,0.0
20050112:2210,0.0,0.0,0.0,0.0,0.0,5.78,4.97,0.0
20050112:2310,0.0,0.0,0.0,0.0,0.0,5.25,4.76,0.0
20050113:0010,0.0,0.0,0.0,0.0,0.0,5.25,4.55,0.0
20050113:0110,0.0,0.0,0.0,0.0,0.0,4.72,4.34,0.0
20050113:0210,0.0,0.0,0.0,0.0,0.0,4.72,4.0,0.0
20050113:0310,0.0,0.0,0.0,0.0,0.0,4.19,3.66,0.0
20050113:0410,0.0,0.0,0.0,0.0,0.0,4.19,3.45,0.0
20050113:0510,0.0,0.0,0.0,0.0,0.0,3.66,3.38,0.0
20050113:0610,0.0,0.0,0.0,0.0,0.0,3.66,3.31,0.0
20050113:0710,0.0,0.0,0.0,0.0,0.0,3.66,3.17,0.0
20050113:0810,0.0,0.0,0.0,0.0,0.0,3.13,3.03,0.0
20050113:0910,47.76,67.5,38.14,1.7,7.18,3.66,2.76,0.0
20050113:1010,180.47,243.66,109.26,5.21,12.7,4.72,2.34,0.0
20050113:1110,303.77,450.39,149.81,8.39,16.28,6.31,2.41,0.0
20050113:1210,349.69,532.36,167.28,9.79,17.6,7.37,2.55,0.0
20050113:1310,393.18,646.98,147.6,10.12,16.52,7.9,2.83,0.0
20050113:1410,327.08,499.32,155.67,7.91,13.16,8.43,2.9,0.0
20050113:1510,206.74,284.23,129.25,4.4,7.82,7.9,2.28,0.0
20050113:1610,2.3,0.0,13.03,0.59,0.9,7.37,1.86,0.0
20050113:1710,0.0,0.0,0.0,0.0,0.0,5.78,1.72,0.0
20050113:1810,0.0,0.0,0.0,0.0,0.0,4.19,1.72,0.0
20050113:1910,0.0,0.0,0.0,0.0,0.0,3.66,2.14,0.0
20050113:2010,0.0,0.0,0.0,0.0,0.0,3.13,2.21,0.0
20050113:2110,0.0,0.0,0.0,0.0,0.0,3.13,2.34,0.0
20050113:2210,0.0,0.0,0.0,0.0,0.0,3.13,2.62,0.0
20050113:2310,0.0,0.0,0.0,0.0,0.0,3.66,2.97,0.0
20050114:0010,0.0,0.0,0.0,0.0,0.0,4.72,3.31,0.0
20050114:0110,0.0,0.0,0.0,0.0,0.0,4.72,3.59,0.0
20050114:0210,0.0,0.0,0.0,0.0,0.0,4.72,3.66,0.0
20050114:0310,0.0,0.0,0.0,0.0,0.0,4.72,3.45,0.0
20050114:0410,0.0,0.0,0.0,0.0,0.0,4.19,3.31,0.0
20050114:0510,0.0,0.0,0.0,0.0,0.0,3.66,3.24,0.0
20050114:0610,0.0,0.0,0.0,0.0,0.0,4.19,3.31,0.0
20050114:0710,0.0,0.0,0.0,0.0,0.0,4.19,3.86,0.0
20050114:0810,0.0,0.0,0.0,0.0,0.0,4.72,4.28,0.0
20050114:0910,21.7,25.54,30.12,1.37,7.3,4.72,4.69,0.0
20050114:1010,240.0,356.38,107.76,5.91,12.84,5.78,4.97,0.0
20050114:1110,265.47,354.72,157.13,7.91,16.44,6.31,6.0,0.0
20050114:1210,312.0,424.2,180.36,9.27,17.77,6.31,5.45,0.0
20050114:1310,330.18,461.92,180.79,9.27,16.71,6.31,5.1,0.0
20050114:1410,27.92,3.52,64.23,2.92,13.35,6.31,5.03,0.0
20050114:1510,22.65,9.59,48.02,2.14,8.01,6.31,5.38,0.0
20050114:1610,0.0,0.0,2.44,0.11,1.1,6.31,5.1,0.0
20050114:1710,0.0,0.0,0.0,0.0,0.0,6.31,5.24,0.0
20050114:1810,0.0,0.0,0.0,0.0,0.0,6.84,5.38,0.0
20050114:1910,0.0,0.0,0.0,0.0,0.0,7.37,5.45,0.0
20050114:2010,0.0,0.0,0.0,0.0,0.0,7.37,5.24,0.0
20050114:2110,0.0,0.0,0.0,0.0,0.0,7.37,5.17,0.0
20050114:2210,0.0,0.0,0.0,0.0,0.0,7.9,5.1,0.0
20050114:2310,0.0,0.0,0.0,0.0,0.0,7.9,4.9,0.0
20050115:0010,0.0,0.0,0.0,0.0,0.0,7.9,4.69,0.0
20050115:0110,0.0,0.0,0.0,0.0,0.0,8.43,4.55,0.0
20050115:0210,0.0,0.0,0.0,0.0,0.0,8.43,4.28,0.0
20050115:0310,0.0,0.0,0.0,0.0,0.0,8.43,4.41,0.0
20050115:0410,0.0,0.0,0.0,0.0,0.0,8.43,4.34,0.0
20050115:0510,0.0,0.0,0.0,0.0,0.0,8.43,4.21,0.0
20050115:0610,0.0,0.0,0.0,0.0,0.0,8.43,4.0,0.0
20050115:0710,0.0,0.0,0.0,0.0,0.0,8.43,3.72,0.0
20050115:0810,0.0,0.0,0.0,0.0,0.0,8.43,3.59,0.0
20050115:0910,0.0,0.0,4.07,0.18,7.42,8.43,3.66,0.0
20050115:1010,6.11,0.0,22.8,1.03,12.98,8.43,3.86,0.0
20050115:1110,14.96,0.0,42.34,1.92,16.6,8.96,4.14,0.0
20050115:1210,32.07,0.0,76.55,3.47,17.95,8.96,4.34,0.0
20050115:1310,19.7,0.0,52.12,2.36,16.9,8.96,4.21,0.0
20050115:1410,62.52,38.29,96.63,4.32,13.55,9.49,3.93,0.0
20050115:1510,107.23,122.04,98.36,3.66,8.21,8.96,3.38,0.0
20050115:1610,1.2,0.0,9.77,0.44,1.29,8.43,3.1,0.0
20050115:1710,0.0,0.0,0.0,0.0,0.0,8.43,3.38,0.0
