Latitude (decimal degrees):	55.953
Longitude (decimal degrees):	-3.188
Elevation (m):	65
Radiation database:	PVGIS-SARAH2


Slope: 56 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	0.7
System losses (%):	0.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050101:0011,0.0,0.0,0.0,0.0,0.0,6.89,5.79,0.0
20050101:0111,0.0,0.0,0.0,0.0,0.0,6.91,5.66,0.0
20050101:0211,0.0,0.0,0.0,0.0,0.0,6.85,5.79,0.0
20050101:0311,0.0,0.0,0.0,0.0,0.0,6.8,5.86,0.0
20050101:0411,0.0,0.0,0.0,0.0,0.0,6.36,5.72,0.0
20050101:0511,0.0,0.0,0.0,0.0,0.0,6.14,5.59,0.0
20050101:0611,0.0,0.0,0.0,0.0,0.0,5.83,5.38,0.0
20050101:0711,0.0,0.0,0.0,0.0,0.0,6.44,6.07,0.0
20050101:0811,0.0,0.0,0.0,0.0,0.0,6.4,6.34,0.0
20050101:0911,0.0,0.0,0.0,0.0,0.0,6.48,6.76,0.0
20050101:1011,0.0,0.0,3.89,0.22,6.7,7.24,8.28,0.0
20050101:1111,3.52,0.0,14.02,0.79,9.84,8.02,8.97,0.0
20050101:1211,5.46,0.0,17.91,1.01,11.03,8.3,9.1,0.0
20050101:1311,1.75,0.0,10.13,0.57,10.18,8.18,8.97,0.0
20050101:1411,0.83,0.0,7.79,0.44,7.35,7.84,8.48,0.0
20050101:1511,0.0,0.0,3.12,0.18,2.77,7.68,8.0,0.0
20050101:1611,0.0,0.0,0.0,0.0,0.0,4.71,9.1,0.0
20050101:1711,0.0,0.0,0.0,0.0,0.0,3.0,6.97,0.0
20050101:1811,0.0,0.0,0.0,0.0,0.0,2.59,6.34,0.0
20050101:1911,0.0,0.0,0.0,0.0,0.0,2.93,7.66,0.0
20050101:2011,0.0,0.0,0.0,0.0,0.0,2.55,8.14,0.0
20050101:2111,0.0,0.0,0.0,0.0,0.0,2.0,8.41,0.0
20050101:2211,0.0,0.0,0.0,0.0,0.0,2.06,8.0,0.0
20050101:2311,0.0,0.0,0.0,0.0,0.0,1.91,8.14,0.0
20050102:0011,0.0,0.0,0.0,0.0,0.0,1.78,7.93,0.0
20050102:0111,0.0,0.0,0.0,0.0,0.0,1.75,8.14,0.0
20050102:0211,0.0,0.0,0.0,0.0,0.0,1.71,8.21,0.0
20050102:0311,0.0,0.0,0.0,0.0,0.0,1.53,8.07,0.0
20050102:0411,0.0,0.0,0.0,0.0,0.0,1.61,7.72,0.0
20050102:0511,0.0,0.0,0.0,0.0,0.0,1.75,7.93,0.0
20050102:0611,0.0,0.0,0.0,0.0,0.0,1.71,8.0,0.0
20050102:0711,0.0,0.0,0.0,0.0,0.0,1.96,7.59,0.0
20050102:0811,0.0,0.0,0.0,0.0,0.0,2.2,7.66,0.0
20050102:0911,0.0,0.0,0.0,0.0,0.0,2.23,7.66,0.0
20050102:1011,53.19,53.48,37.7,1.89,6.76,2.33,7.52,0.0
20050102:1111,19.48,5.14,35.91,2.02,9.91,2.83,7.52,0.0
20050102:1211,11.38,0.0,28.04,1.58,11.12,3.32,7.52,0.0
20050102:1311,148.03,125.45,98.24,4.62,10.27,3.53,7.66,0.0
20050102:1411,90.34,74.73,69.27,3.17,7.46,3.57,7.72,0.0
20050102:1511,12.09,13.23,16.38,0.88,2.89,3.33,7.93,0.0
20050102:1611,0.0,0.0,0.0,0.0,0.0,2.94,7.59,0.0
20050102:1711,0.0,0.0,0.0,0.0,0.0,2.76,7.52,0.0
20050102:1811,0.0,0.0,0.0,0.0,0.0,2.88,7.17,0.0
20050102:1911,0.0,0.0,0.0,0.0,0.0,3.52,6.83,0.0
20050102:2011,0.0,0.0,0.0,0.0,0.0,3.68,6.69,0.0
20050102:2111,0.0,0.0,0.0,0.0,0.0,3.84,6.9,0.0
20050102:2211,0.0,0.0,0.0,0.0,0.0,3.94,6.83,0.0
20050102:2311,0.0,0.0,0.0,0.0,0.0,4.31,6.76,0.0
20050103:0011,0.0,0.0,0.0,0.0,0.0,4.69,6.55,0.0
20050103:0111,0.0,0.0,0.0,0.0,0.0,4.83,6.21,0.0
20050103:0211,0.0,0.0,0.0,0.0,0.0,5.02,5.93,0.0
20050103:0311,0.0,0.0,0.0,0.0,0.0,5.19,5.86,0.0
20050103:0411,0.0,0.0,0.0,0.0,0.0,5.34,5.66,0.0
20050103:0511,0.0,0.0,0.0,0.0,0.0,5.63,5.59,0.0
20050103:0611,0.0,0.0,0.0,0.0,0.0,6.03,5.52,0.0
20050103:0711,0.0,0.0,0.0,0.0,0.0,6.44,5.72,0.0
20050103:0811,0.0,0.0,0.0,0.0,0.0,6.78,6.41,0.0
20050103:0911,0.0,0.0,0.0,0.0,0.0,6.89,6.41,0.0
20050103:1011,3.92,0.0,14.8,0.84,6.82,6.92,6.55,0.0
20050103:1111,1.77,0.0,10.13,0.57,9.98,6.99,6.76,0.0
20050103:1211,2.1,0.0,10.9,0.62,11.21,7.13,7.03,0.0
20050103:1311,4.69,0.0,16.36,0.92,10.38,7.33,7.38,0.0
20050103:1411,0.83,0.0,7.79,0.44,7.57,7.52,7.59,0.0
20050103:1511,0.0,0.0,4.67,0.26,3.01,7.63,7.52,0.0
20050103:1611,0.0,0.0,0.0,0.0,0.0,7.59,7.45,0.0
20050103:1711,0.0,0.0,0.0,0.0,0.0,7.7,7.24,0.0
20050103:1811,0.0,0.0,0.0,0.0,0.0,7.77,7.03,0.0
20050103:1911,0.0,0.0,0.0,0.0,0.0,8.14,7.59,0.0
20050103:2011,0.0,0.0,0.0,0.0,0.0,8.09,7.72,0.0
20050103:2111,0.0,0.0,0.0,0.0,0.0,8.07,7.93,0.0
20050103:2211,0.0,0.0,0.0,0.0,0.0,8.08,7.86,0.0
20050103:2311,0.0,0.0,0.0,0.0,0.0,8.09,7.86,0.0
20050104:0011,0.0,0.0,0.0,0.0,0.0,8.08,8.07,0.0
20050104:0111,0.0,0.0,0.0,0.0,0.0,8.13,8.21,0.0
20050104:0211,0.0,0.0,0.0,0.0,0.0,8.2,8.34,0.0
20050104:0311,0.0,0.0,0.0,0.0,0.0,8.26,8.55,0.0
20050104:0411,0.0,0.0,0.0,0.0,0.0,8.33,8.97,0.0
20050104:0511,0.0,0.0,0.0,0.0,0.0,8.5,9.72,0.0
20050104:0611,0.0,0.0,0.0,0.0,0.0,8.67,10.48,0.0
20050104:0711,0.0,0.0,0.0,0.0,0.0,8.89,10.9,0.0
20050104:0811,0.0,0.0,0.0,0.0,0.0,8.28,9.93,0.0
20050104:0911,0.0,0.0,0.0,0.0,0.0,6.75,8.9,0.0
20050104:1011,17.02,13.11,24.67,1.36,6.88,5.55,7.72,0.0
20050104:1111,109.71,96.08,75.73,3.78,10.07,5.32,7.24,0.0
20050104:1211,370.86,409.12,136.06,6.69,11.31,5.16,7.31,0.0
20050104:1311,257.49,251.21,129.17,5.68,10.49,4.93,6.83,0.0
20050104:1411,205.08,199.8,106.62,4.14,7.7,4.73,6.97,0.0
20050104:1511,114.19,134.31,45.39,1.72,3.14,4.45,6.76,0.0
20050104:1611,0.0,0.0,0.0,0.0,0.0,3.98,6.69,0.0
20050104:1711,0.0,0.0,0.0,0.0,0.0,3.63,6.76,0.0
20050104:1811,0.0,0.0,0.0,0.0,0.0,3.52,6.9,0.0
20050104:1911,0.0,0.0,0.0,0.0,0.0,4.04,6.9,0.0
20050104:2011,0.0,0.0,0.0,0.0,0.0,4.11,6.97,0.0
20050104:2111,0.0,0.0,0.0,0.0,0.0,4.15,7.03,0.0
20050104:2211,0.0,0.0,0.0,0.0,0.0,4.15,7.03,0.0
20050104:2311,0.0,0.0,0.0,0.0,0.0,4.17,6.69,0.0
20050105:0011,0.0,0.0,0.0,0.0,0.0,4.28,6.55,0.0
20050105:0111,0.0,0.0,0.0,0.0,0.0,4.32,6.69,0.0
20050105:0211,0.0,0.0,0.0,0.0,0.0,4.33,6.69,0.0
20050105:0311,0.0,0.0,0.0,0.0,0.0,4.39,6.69,0.0
20050105:0411,0.0,0.0,0.0,0.0,0.0,4.39,6.83,0.0
20050105:0511,0.0,0.0,0.0,0.0,0.0,4.54,6.9,0.0
20050105:0611,0.0,0.0,0.0,0.0,0.0,4.61,6.9,0.0
20050105:0711,0.0,0.0,0.0,0.0,0.0,4.83,7.17,0.0
20050105:0811,0.0,0.0,0.0,0.0,0.0,5.02,7.38,0.0
20050105:0911,0.0,0.0,0.0,0.0,0.0,5.33,8.07,0.0
20050105:1011,17.43,12.97,25.47,1.41,6.96,5.67,8.76,0.0
20050105:1111,3.19,0.0,13.24,0.75,10.16,5.87,9.45,0.0
20050105:1211,3.95,0.0,14.8,0.84,11.41,5.8,9.79,0.0
20050105:1311,3.19,0.0,13.24,0.75,10.61,5.8,9.93,0.0
20050105:1411,0.85,0.0,7.79,0.44,7.83,5.7,9.1,0.0
20050105:1511,205.97,246.24,64.88,2.16,3.28,6.01,8.28,0.0
20050105:1611,0.0,0.0,0.0,0.0,0.0,5.93,7.59,0.0
20050105:1711,0.0,0.0,0.0,0.0,0.0,5.32,6.83,0.0
20050105:1811,0.0,0.0,0.0,0.0,0.0,4.59,6.41,0.0
20050105:1911,0.0,0.0,0.0,0.0,0.0,4.67,6.62,0.0
20050105:2011,0.0,0.0,0.0,0.0,0.0,4.29,6.69,0.0
20050105:2111,0.0,0.0,0.0,0.0,0.0,4.0,6.62,0.0
20050105:2211,0.0,0.0,0.0,0.0,0.0,3.93,6.83,0.0
20050105:2311,0.0,0.0,0.0,0.0,0.0,3.78,6.62,0.0
20050106:0011,0.0,0.0,0.0,0.0,0.0,3.63,6.55,0.0
20050106:0111,0.0,0.0,0.0,0.0,0.0,3.54,6.41,0.0
20050106:0211,0.0,0.0,0.0,0.0,0.0,3.62,6.21,0.0
20050106:0311,0.0,0.0,0.0,0.0,0.0,3.67,6.07,0.0
20050106:0411,0.0,0.0,0.0,0.0,0.0,3.74,6.14,0.0
20050106:0511,0.0,0.0,0.0,0.0,0.0,3.76,6.14,0.0
20050106:0611,0.0,0.0,0.0,0.0,0.0,4.04,6.07,0.0
20050106:0711,0.0,0.0,0.0,0.0,0.0,4.32,6.28,0.0
20050106:0811,0.0,0.0,0.0,0.0,0.0,4.42,6.62,0.0
20050106:0911,0.0,0.0,0.0,0.0,0.0,4.61,6.69,0.0
20050106:1011,2.83,0.0,12.46,0.7,7.04,5.57,7.59,0.0
20050106:1111,1.13,0.0,8.57,0.48,10.26,7.1,9.52,0.0
20050106:1211,2.09,0.0,10.9,0.62,11.53,7.75,10.28,0.0
20050106:1311,3.52,0.0,14.02,0.79,10.74,8.09,10.41,0.0
20050106:1411,3.5,0.0,14.02,0.79,7.97,8.54,10.41,0.0
20050106:1511,13.48,11.26,21.23,1.14,3.43,8.86,10.41,0.0
20050106:1611,0.0,0.0,0.0,0.0,0.0,9.12,10.34,0.0
20050106:1711,0.0,0.0,0.0,0.0,0.0,9.42,10.41,0.0
20050106:1811,0.0,0.0,0.0,0.0,0.0,9.73,10.55,0.0
20050106:1911,0.0,0.0,0.0,0.0,0.0,10.18,10.69,0.0
20050106:2011,0.0,0.0,0.0,0.0,0.0,9.86,10.55,0.0
20050106:2111,0.0,0.0,0.0,0.0,0.0,9.55,10.41,0.0
20050106:2211,0.0,0.0,0.0,0.0,0.0,9.46,10.0,0.0
20050106:2311,0.0,0.0,0.0,0.0,0.0,9.51,10.07,0.0
20050107:0011,0.0,0.0,0.0,0.0,0.0,9.78,10.41,0.0
20050107:0111,0.0,0.0,0.0,0.0,0.0,9.94,10.55,0.0
20050107:0211,0.0,0.0,0.0,0.0,0.0,10.08,10.55,0.0
20050107:0311,0.0,0.0,0.0,0.0,0.0,10.2,10.48,0.0
20050107:0411,0.0,0.0,0.0,0.0,0.0,10.26,10.21,0.0
20050107:0511,0.0,0.0,0.0,0.0,0.0,10.38,9.93,0.0
20050107:0611,0.0,0.0,0.0,0.0,0.0,10.31,9.24,0.0
20050107:0711,0.0,0.0,0.0,0.0,0.0,10.43,8.62,0.0
20050107:0811,0.0,0.0,0.0,0.0,0.0,10.43,7.45,0.0
20050107:0911,0.0,0.0,0.0,0.0,0.0,10.14,7.24,0.0
20050107:1011,1.1,0.0,8.57,0.48,7.13,9.53,6.21,0.0
20050107:1111,2.07,0.0,10.9,0.62,10.36,9.43,5.72,0.0
20050107:1211,2.06,0.0,10.9,0.62,11.65,9.63,6.83,0.0
20050107:1311,3.86,0.0,14.8,0.84,10.88,9.35,7.24,0.0
20050107:1411,4.26,0.0,15.58,0.88,8.11,8.89,6.83,0.0
20050107:1511,0.0,0.0,4.67,0.26,3.58,8.4,6.48,0.0
20050107:1611,0.0,0.0,0.0,0.0,0.0,7.91,5.86,0.0
20050107:1711,0.0,0.0,0.0,0.0,0.0,7.57,5.31,0.0
20050107:1811,0.0,0.0,0.0,0.0,0.0,7.29,4.34,0.0
20050107:1911,0.0,0.0,0.0,0.0,0.0,7.67,4.21,0.0
20050107:2011,0.0,0.0,0.0,0.0,0.0,7.48,3.52,0.0
20050107:2111,0.0,0.0,0.0,0.0,0.0,7.41,2.97,0.0
20050107:2211,0.0,0.0,0.0,0.0,0.0,7.33,1.79,0.0
20050107:2311,0.0,0.0,0.0,0.0,0.0,7.11,1.66,0.0
20050108:0011,0.0,0.0,0.0,0.0,0.0,6.99,2.62,0.0
20050108:0111,0.0,0.0,0.0,0.0,0.0,7.33,2.48,0.0
20050108:0211,0.0,0.0,0.0,0.0,0.0,8.4,4.97,0.0
20050108:0311,0.0,0.0,0.0,0.0,0.0,9.09,7.72,0.0
20050108:0411,0.0,0.0,0.0,0.0,0.0,8.96,9.66,0.0
20050108:0511,0.0,0.0,0.0,0.0,0.0,7.42,8.55,0.0
20050108:0611,0.0,0.0,0.0,0.0,0.0,5.98,8.69,0.0
20050108:0711,0.0,0.0,0.0,0.0,0.0,5.43,7.66,0.0
20050108:0811,0.0,0.0,0.0,0.0,0.0,3.32,10.28,0.0
20050108:0911,0.0,0.0,0.0,0.0,0.0,3.2,9.86,0.0
20050108:1011,0.0,0.0,4.67,0.26,7.22,3.23,8.28,0.0
20050108:1111,8.21,0.0,22.59,1.28,10.48,3.09,9.17,0.0
20050108:1211,2.51,0.0,11.68,0.66,11.78,3.3,9.17,0.0
20050108:1311,71.04,42.46,73.59,3.92,11.02,3.4,9.1,0.0
20050108:1411,3.63,0.0,14.02,0.79,8.26,2.94,9.52,0.0
20050108:1511,190.48,218.1,66.2,2.29,3.74,2.68,9.31,0.0
20050108:1611,0.0,0.0,0.0,0.0,0.0,2.4,8.9,0.0
20050108:1711,0.0,0.0,0.0,0.0,0.0,2.74,8.48,0.0
20050108:1811,0.0,0.0,0.0,0.0,0.0,3.1,8.69,0.0
20050108:1911,0.0,0.0,0.0,0.0,0.0,3.38,8.76,0.0
20050108:2011,0.0,0.0,0.0,0.0,0.0,3.24,8.62,0.0
20050108:2111,0.0,0.0,0.0,0.0,0.0,2.57,8.21,0.0
20050108:2211,0.0,0.0,0.0,0.0,0.0,2.56,8.0,0.0
20050108:2311,0.0,0.0,0.0,0.0,0.0,2.49,7.79,0.0
20050109:0011,0.0,0.0,0.0,0.0,0.0,2.72,7.59,0.0
20050109:0111,0.0,0.0,0.0,0.0,0.0,3.01,7.31,0.0
20050109:0211,0.0,0.0,0.0,0.0,0.0,3.63,7.66,0.0
20050109:0311,0.0,0.0,0.0,0.0,0.0,4.02,7.1,0.0
20050109:0411,0.0,0.0,0.0,0.0,0.0,4.32,7.03,0.0
20050109:0511,0.0,0.0,0.0,0.0,0.0,4.54,6.97,0.0
20050109:0611,0.0,0.0,0.0,0.0,0.0,4.71,6.34,0.0
20050109:0711,0.0,0.0,0.0,0.0,0.0,4.6,6.14,0.0
20050109:0811,0.0,0.0,0.0,0.0,0.0,4.88,6.34,0.0
20050109:0911,0.0,0.0,0.0,0.0,0.0,5.6,6.14,0.0
20050109:1011,12.07,6.15,23.5,1.32,7.33,6.43,6.41,0.0
20050109:1111,15.38,0.0,35.05,1.98,10.6,6.99,6.97,0.0
20050109:1211,21.73,0.0,45.18,2.55,11.91,7.28,7.1,0.0
20050109:1311,9.78,0.0,25.7,1.45,11.17,7.34,6.9,0.0
20050109:1411,1.12,0.0,8.57,0.48,8.42,7.36,6.76,0.0
20050109:1511,132.37,149.66,58.12,2.16,3.9,7.36,6.62,0.0
20050109:1611,0.0,0.0,0.0,0.0,0.0,7.49,7.24,0.0
20050109:1711,0.0,0.0,0.0,0.0,0.0,7.74,7.79,0.0
20050109:1811,0.0,0.0,0.0,0.0,0.0,8.27,7.79,0.0
20050109:1911,0.0,0.0,0.0,0.0,0.0,9.22,8.21,0.0
20050109:2011,0.0,0.0,0.0,0.0,0.0,10.24,8.28,0.0
20050109:2111,0.0,0.0,0.0,0.0,0.0,10.83,9.1,0.0
20050109:2211,0.0,0.0,0.0,0.0,0.0,11.12,9.45,0.0
20050109:2311,0.0,0.0,0.0,0.0,0.0,11.16,9.52,0.0
20050110:0011,0.0,0.0,0.0,0.0,0.0,11.23,9.52,0.0
20050110:0111,0.0,0.0,0.0,0.0,0.0,11.36,9.66,0.0
20050110:0211,0.0,0.0,0.0,0.0,0.0,11.41,10.21,0.0
20050110:0311,0.0,0.0,0.0,0.0,0.0,11.16,10.28,0.0
20050110:0411,0.0,0.0,0.0,0.0,0.0,10.62,10.07,0.0
20050110:0511,0.0,0.0,0.0,0.0,0.0,10.08,9.45,0.0
20050110:0611,0.0,0.0,0.0,0.0,0.0,9.86,9.24,0.0
20050110:0711,0.0,0.0,0.0,0.0,0.0,9.51,10.21,0.0
20050110:0811,0.0,0.0,0.0,0.0,0.0,8.46,10.14,0.0
20050110:0911,0.0,0.0,0.0,0.0,0.0,7.9,9.79,0.0
20050110:1011,34.8,30.31,35.39,1.89,7.44,7.51,9.03,0.0
20050110:1111,2.1,0.0,10.9,0.62,10.72,7.38,8.76,0.0
20050110:1211,26.11,4.44,47.54,2.68,12.06,7.22,8.21,0.0
20050110:1311,2.44,0.0,11.68,0.66,11.32,7.13,8.07,0.0
20050110:1411,6.32,0.0,19.47,1.1,8.59,6.99,7.59,0.0
20050110:1511,47.22,47.94,36.61,1.72,4.07,6.8,6.48,0.0
20050110:1611,0.0,0.0,0.0,0.0,0.0,6.53,5.79,0.0
20050110:1711,0.0,0.0,0.0,0.0,0.0,6.26,5.52,0.0
20050110:1811,0.0,0.0,0.0,0.0,0.0,6.2,5.45,0.0
20050110:1911,0.0,0.0,0.0,0.0,0.0,6.29,6.0,0.0
20050110:2011,0.0,0.0,0.0,0.0,0.0,6.18,6.28,0.0
20050110:2111,0.0,0.0,0.0,0.0,0.0,6.31,6.55,0.0
20050110:2211,0.0,0.0,0.0,0.0,0.0,6.4,6.69,0.0
20050110:2311,0.0,0.0,0.0,0.0,0.0,6.41,6.69,0.0
20050111:0011,0.0,0.0,0.0,0.0,0.0,6.53,6.69,0.0
20050111:0111,0.0,0.0,0.0,0.0,0.0,6.56,6.48,0.0
20050111:0211,0.0,0.0,0.0,0.0,0.0,6.66,6.14,0.0
20050111:0311,0.0,0.0,0.0,0.0,0.0,6.53,5.72,0.0
20050111:0411,0.0,0.0,0.0,0.0,0.0,6.47,5.38,0.0
20050111:0511,0.0,0.0,0.0,0.0,0.0,6.41,5.1,0.0
20050111:0611,0.0,0.0,0.0,0.0,0.0,6.78,4.9,0.0
20050111:0711,0.0,0.0,0.0,0.0,0.0,7.3,5.24,0.0
20050111:0811,0.0,0.0,0.0,0.0,0.0,7.9,5.52,0.0
20050111:0911,0.0,0.0,0.0,0.0,0.0,8.27,6.07,0.0
20050111:1011,7.11,0.0,21.03,1.19,7.56,8.49,6.83,0.0
20050111:1111,11.06,0.0,28.04,1.58,10.86,8.59,7.17,0.0
20050111:1211,2.42,0.0,11.68,0.66,12.21,8.59,7.31,0.0
20050111:1311,96.35,68.21,86.6,4.49,11.49,8.64,7.93,0.0
20050111:1411,124.58,107.96,87.71,4.0,8.76,8.79,8.62,0.0
20050111:1511,0.0,0.0,4.67,0.26,4.24,9.03,9.59,0.0
20050111:1611,0.0,0.0,0.0,0.0,0.0,8.4,10.62,0.0
20050111:1711,0.0,0.0,0.0,0.0,0.0,6.61,10.07,0.0
20050111:1811,0.0,0.0,0.0,0.0,0.0,6.11,10.69,0.0
20050111:1911,0.0,0.0,0.0,0.0,0.0,6.24,11.24,0.0
20050111:2011,0.0,0.0,0.0,0.0,0.0,5.62,11.24,0.0
20050111:2111,0.0,0.0,0.0,0.0,0.0,4.82,10.9,0.0
20050111:2211,0.0,0.0,0.0,0.0,0.0,4.18,10.97,0.0
20050111:2311,0.0,0.0,0.0,0.0,0.0,3.38,10.69,0.0
20050112:0011,0.0,0.0,0.0,0.0,0.0,3.14,10.83,0.0
20050112:0111,0.0,0.0,0.0,0.0,0.0,3.23,11.17,0.0
20050112:0211,0.0,0.0,0.0,0.0,0.0,3.19,11.45,0.0
20050112:0311,0.0,0.0,0.0,0.0,0.0,3.01,11.52,0.0
20050112:0411,0.0,0.0,0.0,0.0,0.0,3.13,11.38,0.0
20050112:0511,0.0,0.0,0.0,0.0,0.0,3.28,11.66,0.0
20050112:0611,0.0,0.0,0.0,0.0,0.0,3.47,11.66,0.0
20050112:0711,0.0,0.0,0.0,0.0,0.0,3.9,10.97,0.0
20050112:0811,0.0,0.0,0.0,0.0,0.0,4.0,10.69,0.0
20050112:0911,0.0,0.0,0.0,0.0,0.0,4.41,10.07,0.0
20050112:1011,5.18,0.0,17.14,0.97,7.68,4.36,9.66,0.0
20050112:1111,1.47,0.0,9.35,0.53,11.0,4.5,9.1,0.0
20050112:1211,477.34,572.37,126.55,8.1,12.37,4.55,8.97,0.0
20050112:1311,20.08,0.0,42.06,2.38,11.66,3.96,8.34,0.0
20050112:1411,8.61,0.0,23.37,1.32,8.94,4.05,8.07,0.0
20050112:1511,314.3,372.22,91.97,3.17,4.43,3.88,7.38,0.0
20050112:1611,0.0,0.0,0.0,0.0,0.0,3.6,7.24,0.0
20050112:1711,0.0,0.0,0.0,0.0,0.0,3.49,6.97,0.0
20050112:1811,0.0,0.0,0.0,0.0,0.0,3.54,6.9,0.0
20050112:1911,0.0,0.0,0.0,0.0,0.0,3.07,6.62,0.0
20050112:2011,0.0,0.0,0.0,0.0,0.0,3.05,6.83,0.0
20050112:2111,0.0,0.0,0.0,0.0,0.0,3.08,6.83,0.0
20050112:2211,0.0,0.0,0.0,0.0,0.0,3.09,6.55,0.0
20050112:2311,0.0,0.0,0.0,0.0,0.0,3.0,6.41,0.0
20050113:0011,0.0,0.0,0.0,0.0,0.0,2.74,6.14,0.0
20050113:0111,0.0,0.0,0.0,0.0,0.0,2.71,5.72,0.0
20050113:0211,0.0,0.0,0.0,0.0,0.0,2.95,5.79,0.0
20050113:0311,0.0,0.0,0.0,0.0,0.0,2.85,5.38,0.0
20050113:0411,0.0,0.0,0.0,0.0,0.0,2.61,4.9,0.0
20050113:0511,0.0,0.0,0.0,0.0,0.0,2.41,4.76,0.0
20050113:0611,0.0,0.0,0.0,0.0,0.0,2.28,4.69,0.0
20050113:0711,0.0,0.0,0.0,0.0,0.0,2.07,4.48,0.0
20050113:0811,0.0,0.0,0.0,0.0,0.0,1.96,4.21,0.0
20050113:0911,0.0,0.0,0.0,0.0,0.0,1.82,4.07,0.0
20050113:1011,188.79,213.6,68.21,3.3,7.81,2.27,4.0,0.0
20050113:1111,85.95,64.25,73.19,3.87,11.15,3.19,4.0,0.0
20050113:1211,312.26,321.36,141.42,6.95,12.53,4.0,3.52,0.0
20050113:1311,477.48,589.18,133.15,8.14,11.83,4.48,3.24,0.0
20050113:1411,114.71,93.72,85.71,4.05,9.12,4.61,3.52,0.0
20050113:1511,151.2,162.0,71.13,2.6,4.61,4.23,2.9,0.0
20050113:1611,0.0,0.0,0.0,0.0,0.0,3.32,2.34,0.0
20050113:1711,0.0,0.0,0.0,0.0,0.0,2.35,2.07,0.0
20050113:1811,0.0,0.0,0.0,0.0,0.0,1.34,1.93,0.0
20050113:1911,0.0,0.0,0.0,0.0,0.0,0.48,2.07,0.0
20050113:2011,0.0,0.0,0.0,0.0,0.0,-0.47,2.0,0.0
20050113:2111,0.0,0.0,0.0,0.0,0.0,-1.07,1.93,0.0
20050113:2211,0.0,0.0,0.0,0.0,0.0,-1.48,1.93,0.0
20050113:2311,0.0,0.0,0.0,0.0,0.0,-1.64,1.93,0.0
20050114:0011,0.0,0.0,0.0,0.0,0.0,-1.54,2.0,0.0
20050114:0111,0.0,0.0,0.0,0.0,0.0,-1.24,2.14,0.0
20050114:0211,0.0,0.0,0.0,0.0,0.0,-0.75,2.34,0.0
20050114:0311,0.0,0.0,0.0,0.0,0.0,-0.02,2.48,0.0
20050114:0411,0.0,0.0,0.0,0.0,0.0,0.82,2.76,0.0
20050114:0511,0.0,0.0,0.0,0.0,0.0,1.32,2.97,0.0
20050114:0611,0.0,0.0,0.0,0.0,0.0,1.54,3.03,0.0
20050114:0711,0.0,0.0,0.0,0.0,0.0,2.09,3.38,0.0
20050114:0811,0.0,0.0,0.0,0.0,0.0,2.27,3.72,0.0
20050114:0911,0.0,0.0,0.0,0.0,0.0,2.71,4.07,0.0
20050114:1011,0.06,0.0,5.45,0.31,7.95,3.51,4.14,0.0
20050114:1111,5.19,0.0,17.14,0.97,11.31,4.03,4.21,0.0
20050114:1211,9.48,0.0,24.92,1.41,12.7,4.4,4.21,0.0
20050114:1311,35.68,8.74,57.18,3.21,12.01,4.91,4.0,0.0
20050114:1411,78.59,56.23,72.11,3.65,9.31,5.18,4.14,0.0
20050114:1511,3.2,0.0,13.24,0.75,4.81,5.35,3.93,0.0
20050114:1611,0.0,0.0,0.0,0.0,0.0,5.29,3.79,0.0
20050114:1711,0.0,0.0,0.0,0.0,0.0,5.38,3.93,0.0
20050114:1811,0.0,0.0,0.0,0.0,0.0,5.44,3.86,0.0
20050114:1911,0.0,0.0,0.0,0.0,0.0,5.89,3.66,0.0
20050114:2011,0.0,0.0,0.0,0.0,0.0,5.52,3.59,0.0
20050114:2111,0.0,0.0,0.0,0.0,0.0,5.08,3.66,0.0
20050114:2211,0.0,0.0,0.0,0.0,0.0,4.9,3.79,0.0
20050114:2311,0.0,0.0,0.0,0.0,0.0,4.75,3.86,0.0
20050115:0011,0.0,0.0,0.0,0.0,0.0,4.75,4.14,0.0
20050115:0111,0.0,0.0,0.0,0.0,0.0,5.13,4.48,0.0
20050115:0211,0.0,0.0,0.0,0.0,0.0,5.74,4.97,0.0
20050115:0311,0.0,0.0,0.0,0.0,0.0,6.23,5.45,0.0
20050115:0411,0.0,0.0,0.0,0.0,0.0,6.68,5.79,0.0
20050115:0511,0.0,0.0,0.0,0.0,0.0,7.15,5.93,0.0
20050115:0611,0.0,0.0,0.0,0.0,0.0,7.71,6.0,0.0
20050115:0711,0.0,0.0,0.0,0.0,0.0,7.86,6.34,0.0
20050115:0811,0.0,0.0,0.0,0.0,0.0,8.32,6.41,0.0
20050115:0911,0.0,0.0,0.0,0.0,0.0,8.69,6.41,0.0
20050115:1011,163.21,183.9,68.08,3.3,8.1,9.14,6.48,0.0
20050115:1111,12.84,0.0,31.16,1.76,11.47,9.49,6.69,0.0
20050115:1211,2.75,0.0,12.46,0.7,12.88,9.9,6.69,0.0
20050115:1311,2.74,0.0,12.46,0.7,12.2,10.07,6.62,0.0
20050115:1411,1.72,0.0,10.13,0.57,9.5,10.08,6.55,0.0
20050115:1511,50.37,47.42,42.82,2.02,5.0,10.06,6.41,0.0
20050115:1611,0.0,0.0,0.0,0.0,0.0,9.9,6.28,0.0
20050115:1711,0.0,0.0,0.0,0.0,0.0,9.77,6.21,0.0
