Latitude (decimal degrees):	53.408
Longitude (decimal degrees):	-2.992
Elevation (m):	31
Radiation database:	PVGIS-SARAH2


Slope: 53 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	0.7
System losses (%):	0.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050101:0011,0.0,0.0,0.0,0.0,0.0,7.0,4.41,0.0
20050101:0111,0.0,0.0,0.0,0.0,0.0,6.97,4.48,0.0
20050101:0211,0.0,0.0,0.0,0.0,0.0,6.95,4.83,0.0
20050101:0311,0.0,0.0,0.0,0.0,0.0,7.12,5.03,0.0
20050101:0411,0.0,0.0,0.0,0.0,0.0,7.33,5.03,0.0
20050101:0511,0.0,0.0,0.0,0.0,0.0,7.68,4.97,0.0
20050101:0611,0.0,0.0,0.0,0.0,0.0,7.64,4.9,0.0
20050101:0711,0.0,0.0,0.0,0.0,0.0,8.1,5.38,0.0
20050101:0811,0.0,0.0,0.0,0.0,0.0,8.4,5.38,0.0
20050101:0911,0.0,0.0,0.0,0.0,0.0,8.59,5.72,0.0
20050101:1011,41.57,30.3,46.01,2.26,8.98,8.77,6.48,0.0
20050101:1111,5.19,0.0,17.53,0.89,12.32,8.97,7.17,0.0
20050101:1211,3.6,0.0,14.35,0.73,13.58,9.43,7.79,0.0
20050101:1311,5.56,0.0,18.33,0.93,12.63,10.15,8.34,0.0
20050101:1411,2.83,0.0,12.75,0.65,9.58,10.71,8.83,0.0
20050101:1511,0.06,0.0,5.58,0.28,4.66,10.75,10.14,0.0
20050101:1611,0.0,0.0,0.0,0.0,0.0,9.57,13.1,0.0
20050101:1711,0.0,0.0,0.0,0.0,0.0,7.54,11.52,0.0
20050101:1811,0.0,0.0,0.0,0.0,0.0,6.34,11.52,0.0
20050101:1911,0.0,0.0,0.0,0.0,0.0,6.09,11.66,0.0
20050101:2011,0.0,0.0,0.0,0.0,0.0,5.46,12.0,0.0
20050101:2111,0.0,0.0,0.0,0.0,0.0,4.94,12.14,0.0
20050101:2211,0.0,0.0,0.0,0.0,0.0,5.24,11.31,0.0
20050101:2311,0.0,0.0,0.0,0.0,0.0,5.35,11.31,0.0
20050102:0011,0.0,0.0,0.0,0.0,0.0,5.33,11.1,0.0
20050102:0111,0.0,0.0,0.0,0.0,0.0,5.39,11.03,0.0
20050102:0211,0.0,0.0,0.0,0.0,0.0,5.18,11.03,0.0
20050102:0311,0.0,0.0,0.0,0.0,0.0,5.03,10.9,0.0
20050102:0411,0.0,0.0,0.0,0.0,0.0,4.84,10.55,0.0
20050102:0511,0.0,0.0,0.0,0.0,0.0,4.64,10.28,0.0
20050102:0611,0.0,0.0,0.0,0.0,0.0,4.57,10.41,0.0
20050102:0711,0.0,0.0,0.0,0.0,0.0,5.17,10.07,0.0
20050102:0811,0.0,0.0,0.0,0.0,0.0,5.09,10.0,0.0
20050102:0911,0.0,0.0,0.0,0.0,0.0,5.15,9.72,0.0
20050102:1011,2.57,0.0,11.96,0.61,9.03,5.43,9.79,0.0
20050102:1111,110.99,82.46,91.04,4.36,12.39,5.64,10.07,0.0
20050102:1211,6.12,0.0,19.13,0.97,13.66,6.0,10.0,0.0
20050102:1311,94.44,56.81,93.69,4.52,12.73,6.05,10.21,0.0
20050102:1411,26.65,4.79,48.08,2.42,9.69,6.25,10.41,0.0
20050102:1511,218.35,238.98,89.62,2.83,4.79,6.31,10.21,0.0
20050102:1611,0.0,0.0,0.0,0.0,0.0,6.22,9.59,0.0
20050102:1711,0.0,0.0,0.0,0.0,0.0,6.2,9.52,0.0
20050102:1811,0.0,0.0,0.0,0.0,0.0,6.51,9.45,0.0
20050102:1911,0.0,0.0,0.0,0.0,0.0,6.74,9.1,0.0
20050102:2011,0.0,0.0,0.0,0.0,0.0,6.77,8.9,0.0
20050102:2111,0.0,0.0,0.0,0.0,0.0,6.58,8.55,0.0
20050102:2211,0.0,0.0,0.0,0.0,0.0,6.73,8.48,0.0
20050102:2311,0.0,0.0,0.0,0.0,0.0,6.78,8.41,0.0
20050103:0011,0.0,0.0,0.0,0.0,0.0,6.97,8.41,0.0
20050103:0111,0.0,0.0,0.0,0.0,0.0,7.13,8.34,0.0
20050103:0211,0.0,0.0,0.0,0.0,0.0,7.29,8.28,0.0
20050103:0311,0.0,0.0,0.0,0.0,0.0,7.41,7.86,0.0
20050103:0411,0.0,0.0,0.0,0.0,0.0,7.48,7.31,0.0
20050103:0511,0.0,0.0,0.0,0.0,0.0,7.52,6.83,0.0
20050103:0611,0.0,0.0,0.0,0.0,0.0,7.46,6.28,0.0
20050103:0711,0.0,0.0,0.0,0.0,0.0,7.71,6.41,0.0
20050103:0811,0.0,0.0,0.0,0.0,0.0,7.73,6.41,0.0
20050103:0911,0.0,0.0,0.0,0.0,0.0,7.75,6.41,0.0
20050103:1011,89.81,84.76,61.4,2.87,9.09,7.98,6.34,0.0
20050103:1111,27.23,4.1,50.14,2.54,12.46,8.49,6.55,0.0
20050103:1211,15.58,0.0,35.87,1.82,13.75,9.1,6.07,0.0
20050103:1311,8.14,0.0,23.11,1.17,12.84,9.52,6.0,0.0
20050103:1411,63.14,37.96,70.31,3.35,9.81,9.68,6.9,0.0
20050103:1511,1.16,0.0,8.77,0.44,4.91,9.53,6.83,0.0
20050103:1611,0.0,0.0,0.0,0.0,0.0,9.22,6.48,0.0
20050103:1711,0.0,0.0,0.0,0.0,0.0,8.97,6.48,0.0
20050103:1811,0.0,0.0,0.0,0.0,0.0,8.91,6.62,0.0
20050103:1911,0.0,0.0,0.0,0.0,0.0,8.82,7.38,0.0
20050103:2011,0.0,0.0,0.0,0.0,0.0,8.69,7.59,0.0
20050103:2111,0.0,0.0,0.0,0.0,0.0,8.57,7.86,0.0
20050103:2211,0.0,0.0,0.0,0.0,0.0,8.6,7.86,0.0
20050103:2311,0.0,0.0,0.0,0.0,0.0,8.58,7.79,0.0
20050104:0011,0.0,0.0,0.0,0.0,0.0,8.65,7.86,0.0
20050104:0111,0.0,0.0,0.0,0.0,0.0,8.67,8.0,0.0
20050104:0211,0.0,0.0,0.0,0.0,0.0,8.75,8.28,0.0
20050104:0311,0.0,0.0,0.0,0.0,0.0,8.89,8.76,0.0
20050104:0411,0.0,0.0,0.0,0.0,0.0,8.91,9.03,0.0
20050104:0511,0.0,0.0,0.0,0.0,0.0,9.09,9.24,0.0
20050104:0611,0.0,0.0,0.0,0.0,0.0,9.45,9.45,0.0
20050104:0711,0.0,0.0,0.0,0.0,0.0,9.68,9.86,0.0
20050104:0811,0.0,0.0,0.0,0.0,0.0,9.86,9.79,0.0
20050104:0911,0.0,0.0,0.0,0.0,0.0,9.95,9.59,0.0
20050104:1011,10.37,0.0,27.1,1.37,9.15,9.55,8.69,0.0
20050104:1111,9.96,0.0,26.3,1.33,12.55,8.92,8.21,0.0
20050104:1211,497.03,616.17,128.8,8.68,13.85,8.24,7.93,0.0
20050104:1311,433.19,491.86,155.53,7.92,12.96,8.15,7.66,0.0
20050104:1411,326.07,342.67,144.76,5.82,9.93,7.96,7.24,0.0
20050104:1511,315.6,372.11,102.94,3.35,5.05,7.44,6.9,0.0
20050104:1611,0.0,0.0,0.0,0.0,0.0,7.03,6.76,0.0
20050104:1711,0.0,0.0,0.0,0.0,0.0,6.63,6.55,0.0
20050104:1811,0.0,0.0,0.0,0.0,0.0,6.39,6.41,0.0
20050104:1911,0.0,0.0,0.0,0.0,0.0,6.42,6.14,0.0
20050104:2011,0.0,0.0,0.0,0.0,0.0,6.21,6.21,0.0
20050104:2111,0.0,0.0,0.0,0.0,0.0,6.17,6.55,0.0
20050104:2211,0.0,0.0,0.0,0.0,0.0,6.2,6.14,0.0
20050104:2311,0.0,0.0,0.0,0.0,0.0,6.1,5.45,0.0
20050105:0011,0.0,0.0,0.0,0.0,0.0,5.98,5.38,0.0
20050105:0111,0.0,0.0,0.0,0.0,0.0,5.93,5.31,0.0
20050105:0211,0.0,0.0,0.0,0.0,0.0,5.94,5.17,0.0
20050105:0311,0.0,0.0,0.0,0.0,0.0,6.05,5.17,0.0
20050105:0411,0.0,0.0,0.0,0.0,0.0,6.17,4.83,0.0
20050105:0511,0.0,0.0,0.0,0.0,0.0,6.09,4.69,0.0
20050105:0611,0.0,0.0,0.0,0.0,0.0,6.04,4.83,0.0
20050105:0711,0.0,0.0,0.0,0.0,0.0,6.35,5.1,0.0
20050105:0811,0.0,0.0,0.0,0.0,0.0,6.31,5.38,0.0
20050105:0911,0.0,0.0,0.0,0.0,0.0,6.34,5.66,0.0
20050105:1011,7.81,0.0,22.32,1.13,9.22,6.83,5.93,0.0
20050105:1111,18.19,0.0,39.85,2.02,12.64,7.44,6.62,0.0
20050105:1211,13.76,0.0,32.68,1.66,13.96,7.79,6.9,0.0
20050105:1311,3.63,0.0,14.35,0.73,13.08,8.11,7.17,0.0
20050105:1411,2.16,0.0,11.16,0.57,10.07,8.37,8.28,0.0
20050105:1511,0.07,0.0,5.58,0.28,5.19,8.32,9.79,0.0
20050105:1611,0.0,0.0,0.0,0.0,0.0,8.56,9.38,0.0
20050105:1711,0.0,0.0,0.0,0.0,0.0,8.69,8.34,0.0
20050105:1811,0.0,0.0,0.0,0.0,0.0,8.3,8.41,0.0
20050105:1911,0.0,0.0,0.0,0.0,0.0,8.24,8.41,0.0
20050105:2011,0.0,0.0,0.0,0.0,0.0,7.98,7.93,0.0
20050105:2111,0.0,0.0,0.0,0.0,0.0,7.65,7.59,0.0
20050105:2211,0.0,0.0,0.0,0.0,0.0,7.3,7.38,0.0
20050105:2311,0.0,0.0,0.0,0.0,0.0,7.07,7.31,0.0
20050106:0011,0.0,0.0,0.0,0.0,0.0,6.85,7.17,0.0
20050106:0111,0.0,0.0,0.0,0.0,0.0,6.64,7.24,0.0
20050106:0211,0.0,0.0,0.0,0.0,0.0,6.45,6.69,0.0
20050106:0311,0.0,0.0,0.0,0.0,0.0,6.5,6.55,0.0
20050106:0411,0.0,0.0,0.0,0.0,0.0,6.55,6.41,0.0
20050106:0511,0.0,0.0,0.0,0.0,0.0,6.52,6.0,0.0
20050106:0611,0.0,0.0,0.0,0.0,0.0,6.22,5.03,0.0
20050106:0711,0.0,0.0,0.0,0.0,0.0,6.02,4.69,0.0
20050106:0811,0.0,0.0,0.0,0.0,0.0,6.12,4.62,0.0
20050106:0911,0.0,0.0,0.0,0.0,0.0,6.32,4.83,0.0
20050106:1011,22.83,9.73,37.58,1.9,9.3,7.29,5.59,0.0
20050106:1111,61.32,32.13,72.72,3.64,12.73,8.55,7.1,0.0
20050106:1211,6.42,0.0,19.93,1.01,14.07,9.46,7.72,0.0
20050106:1311,4.36,0.0,15.94,0.81,13.21,10.07,8.0,0.0
20050106:1411,2.84,0.0,12.75,0.65,10.21,10.49,8.07,0.0
20050106:1511,8.52,0.0,23.91,1.21,5.33,10.75,8.48,0.0
20050106:1611,0.0,0.0,0.0,0.0,0.0,10.64,9.1,0.0
20050106:1711,0.0,0.0,0.0,0.0,0.0,10.34,9.24,0.0
20050106:1811,0.0,0.0,0.0,0.0,0.0,10.2,9.17,0.0
20050106:1911,0.0,0.0,0.0,0.0,0.0,10.44,8.97,0.0
20050106:2011,0.0,0.0,0.0,0.0,0.0,10.37,9.17,0.0
20050106:2111,0.0,0.0,0.0,0.0,0.0,10.46,8.97,0.0
20050106:2211,0.0,0.0,0.0,0.0,0.0,10.56,8.55,0.0
20050106:2311,0.0,0.0,0.0,0.0,0.0,10.82,8.34,0.0
20050107:0011,0.0,0.0,0.0,0.0,0.0,11.21,8.41,0.0
20050107:0111,0.0,0.0,0.0,0.0,0.0,11.63,8.83,0.0
20050107:0211,0.0,0.0,0.0,0.0,0.0,11.82,9.31,0.0
20050107:0311,0.0,0.0,0.0,0.0,0.0,11.64,9.52,0.0
20050107:0411,0.0,0.0,0.0,0.0,0.0,11.32,9.72,0.0
20050107:0511,0.0,0.0,0.0,0.0,0.0,11.17,9.93,0.0
20050107:0611,0.0,0.0,0.0,0.0,0.0,11.28,9.86,0.0
20050107:0711,0.0,0.0,0.0,0.0,0.0,11.88,10.55,0.0
20050107:0811,0.0,0.0,0.0,0.0,0.0,12.15,10.21,0.0
20050107:0911,0.0,0.0,0.0,0.0,0.0,12.13,9.93,0.0
20050107:1011,0.56,0.0,7.17,0.36,9.39,12.07,9.72,0.0
20050107:1111,4.71,0.0,16.74,0.85,12.84,11.88,9.79,0.0
20050107:1211,4.32,0.0,15.94,0.81,14.2,11.74,10.0,0.0
20050107:1311,3.56,0.0,14.35,0.73,13.34,11.63,10.14,0.0
20050107:1411,3.18,0.0,13.55,0.69,10.35,11.61,9.93,0.0
20050107:1511,2.12,0.0,11.16,0.57,5.48,11.58,9.93,0.0
20050107:1611,0.0,0.0,0.0,0.0,0.0,11.5,9.86,0.0
20050107:1711,0.0,0.0,0.0,0.0,0.0,11.43,9.79,0.0
20050107:1811,0.0,0.0,0.0,0.0,0.0,11.32,9.59,0.0
20050107:1911,0.0,0.0,0.0,0.0,0.0,10.8,9.59,0.0
20050107:2011,0.0,0.0,0.0,0.0,0.0,10.71,9.93,0.0
20050107:2111,0.0,0.0,0.0,0.0,0.0,10.63,10.48,0.0
20050107:2211,0.0,0.0,0.0,0.0,0.0,10.7,10.9,0.0
20050107:2311,0.0,0.0,0.0,0.0,0.0,10.78,11.24,0.0
20050108:0011,0.0,0.0,0.0,0.0,0.0,10.46,12.14,0.0
20050108:0111,0.0,0.0,0.0,0.0,0.0,10.72,12.14,0.0
20050108:0211,0.0,0.0,0.0,0.0,0.0,10.97,12.0,0.0
20050108:0311,0.0,0.0,0.0,0.0,0.0,11.4,12.41,0.0
20050108:0411,0.0,0.0,0.0,0.0,0.0,10.05,14.21,0.0
20050108:0511,0.0,0.0,0.0,0.0,0.0,8.62,13.52,0.0
20050108:0611,0.0,0.0,0.0,0.0,0.0,7.51,14.9,0.0
20050108:0711,0.0,0.0,0.0,0.0,0.0,7.57,14.62,0.0
20050108:0811,0.0,0.0,0.0,0.0,0.0,6.84,13.72,0.0
20050108:0911,5.39,8.62,9.34,0.48,4.21,6.49,13.31,0.0
20050108:1011,10.13,0.0,26.3,1.33,9.48,5.95,13.59,0.0
20050108:1111,166.98,142.33,109.19,5.17,12.95,5.97,12.21,0.0
20050108:1211,218.47,186.94,136.94,6.42,14.33,6.35,12.07,0.0
20050108:1311,479.55,552.66,151.3,8.52,13.48,6.57,12.0,0.0
20050108:1411,374.51,402.74,147.3,6.38,10.51,6.53,11.72,0.0
20050108:1511,241.01,253.98,106.51,3.35,5.64,6.43,11.24,0.0
20050108:1611,0.0,0.0,0.0,0.0,0.0,6.28,10.07,0.0
20050108:1711,0.0,0.0,0.0,0.0,0.0,6.12,8.97,0.0
20050108:1811,0.0,0.0,0.0,0.0,0.0,5.88,8.34,0.0
20050108:1911,0.0,0.0,0.0,0.0,0.0,5.64,8.34,0.0
20050108:2011,0.0,0.0,0.0,0.0,0.0,5.84,8.28,0.0
20050108:2111,0.0,0.0,0.0,0.0,0.0,6.1,8.48,0.0
20050108:2211,0.0,0.0,0.0,0.0,0.0,6.54,8.69,0.0
20050108:2311,0.0,0.0,0.0,0.0,0.0,6.96,9.03,0.0
20050109:0011,0.0,0.0,0.0,0.0,0.0,7.55,9.24,0.0
20050109:0111,0.0,0.0,0.0,0.0,0.0,7.94,9.17,0.0
20050109:0211,0.0,0.0,0.0,0.0,0.0,8.09,8.76,0.0
20050109:0311,0.0,0.0,0.0,0.0,0.0,8.08,8.21,0.0
20050109:0411,0.0,0.0,0.0,0.0,0.0,8.13,7.86,0.0
20050109:0511,0.0,0.0,0.0,0.0,0.0,8.27,7.45,0.0
20050109:0611,0.0,0.0,0.0,0.0,0.0,8.24,6.97,0.0
20050109:0711,0.0,0.0,0.0,0.0,0.0,8.3,7.17,0.0
20050109:0811,0.0,0.0,0.0,0.0,0.0,8.16,7.03,0.0
20050109:0911,0.0,0.0,2.39,0.12,4.3,8.31,6.83,0.0
20050109:1011,7.31,0.0,21.52,1.09,9.58,8.61,6.9,0.0
20050109:1111,10.87,0.0,27.9,1.41,13.07,8.95,6.83,0.0
20050109:1211,14.14,0.0,33.48,1.7,14.46,9.13,6.62,0.0
20050109:1311,7.27,0.0,21.52,1.09,13.63,9.38,7.17,0.0
20050109:1411,13.16,0.0,31.88,1.62,10.66,9.51,7.38,0.0
20050109:1511,2.14,0.0,11.16,0.57,5.81,9.76,7.72,0.0
20050109:1611,0.0,0.0,0.0,0.0,0.0,10.24,8.28,0.0
20050109:1711,0.0,0.0,0.0,0.0,0.0,10.9,8.34,0.0
20050109:1811,0.0,0.0,0.0,0.0,0.0,11.58,8.0,0.0
20050109:1911,0.0,0.0,0.0,0.0,0.0,11.81,8.21,0.0
20050109:2011,0.0,0.0,0.0,0.0,0.0,12.53,8.9,0.0
20050109:2111,0.0,0.0,0.0,0.0,0.0,12.8,9.45,0.0
20050109:2211,0.0,0.0,0.0,0.0,0.0,12.93,9.86,0.0
20050109:2311,0.0,0.0,0.0,0.0,0.0,12.83,10.41,0.0
20050110:0011,0.0,0.0,0.0,0.0,0.0,12.53,10.55,0.0
20050110:0111,0.0,0.0,0.0,0.0,0.0,12.35,10.48,0.0
20050110:0211,0.0,0.0,0.0,0.0,0.0,12.36,10.55,0.0
20050110:0311,0.0,0.0,0.0,0.0,0.0,12.37,10.62,0.0
20050110:0411,0.0,0.0,0.0,0.0,0.0,12.28,10.69,0.0
20050110:0511,0.0,0.0,0.0,0.0,0.0,11.98,10.83,0.0
20050110:0611,0.0,0.0,0.0,0.0,0.0,11.35,10.62,0.0
20050110:0711,0.0,0.0,0.0,0.0,0.0,10.9,10.34,0.0
20050110:0811,0.0,0.0,0.0,0.0,0.0,10.72,9.45,0.0
20050110:0911,0.0,0.0,3.19,0.16,4.39,10.39,8.14,0.0
20050110:1011,0.86,0.0,7.97,0.4,9.69,10.26,6.9,0.0
20050110:1111,77.13,46.62,82.08,4.08,13.19,10.36,5.93,0.0
20050110:1211,79.76,40.43,92.13,4.6,14.6,10.55,5.1,0.0
20050110:1311,35.61,3.79,63.73,3.23,13.79,10.53,4.69,0.0
20050110:1411,68.32,39.23,76.95,3.72,10.83,10.39,5.1,0.0
20050110:1511,214.04,221.53,108.94,3.39,5.98,9.93,4.97,0.0
20050110:1611,0.0,0.0,0.0,0.0,0.0,9.34,4.69,0.0
20050110:1711,0.0,0.0,0.0,0.0,0.0,8.71,4.41,0.0
20050110:1811,0.0,0.0,0.0,0.0,0.0,8.24,4.14,0.0
20050110:1911,0.0,0.0,0.0,0.0,0.0,8.1,4.41,0.0
20050110:2011,0.0,0.0,0.0,0.0,0.0,7.87,4.69,0.0
20050110:2111,0.0,0.0,0.0,0.0,0.0,7.7,4.97,0.0
20050110:2211,0.0,0.0,0.0,0.0,0.0,7.64,5.24,0.0
20050110:2311,0.0,0.0,0.0,0.0,0.0,7.57,5.17,0.0
20050111:0011,0.0,0.0,0.0,0.0,0.0,7.73,5.1,0.0
20050111:0111,0.0,0.0,0.0,0.0,0.0,8.0,5.1,0.0
20050111:0211,0.0,0.0,0.0,0.0,0.0,8.21,5.1,0.0
20050111:0311,0.0,0.0,0.0,0.0,0.0,8.23,5.1,0.0
20050111:0411,0.0,0.0,0.0,0.0,0.0,8.48,5.24,0.0
20050111:0511,0.0,0.0,0.0,0.0,0.0,8.58,5.38,0.0
20050111:0611,0.0,0.0,0.0,0.0,0.0,8.63,5.66,0.0
20050111:0711,0.0,0.0,0.0,0.0,0.0,8.65,6.14,0.0
20050111:0811,0.0,0.0,0.0,0.0,0.0,8.65,6.62,0.0
20050111:0911,1.17,0.0,8.77,0.44,4.49,8.72,7.31,0.0
20050111:1011,9.51,0.0,25.5,1.29,9.81,8.84,7.86,0.0
20050111:1111,2.86,0.0,12.75,0.65,13.33,9.16,8.9,0.0
20050111:1211,5.17,0.0,17.53,0.89,14.76,9.88,10.07,0.0
20050111:1311,3.95,0.0,15.14,0.77,13.95,10.76,9.66,0.0
20050111:1411,2.45,0.0,11.96,0.61,11.0,12.25,9.38,0.0
20050111:1511,9.83,0.0,26.3,1.33,6.15,11.29,11.17,0.0
20050111:1611,0.0,0.0,0.0,0.0,0.0,9.23,10.62,0.0
20050111:1711,0.0,0.0,0.0,0.0,0.0,8.52,10.83,0.0
20050111:1811,0.0,0.0,0.0,0.0,0.0,8.12,10.21,0.0
20050111:1911,0.0,0.0,0.0,0.0,0.0,8.36,10.97,0.0
20050111:2011,0.0,0.0,0.0,0.0,0.0,8.17,10.07,0.0
20050111:2111,0.0,0.0,0.0,0.0,0.0,7.93,9.66,0.0
20050111:2211,0.0,0.0,0.0,0.0,0.0,7.55,9.45,0.0
20050111:2311,0.0,0.0,0.0,0.0,0.0,7.28,9.79,0.0
20050112:0011,0.0,0.0,0.0,0.0,0.0,7.17,10.55,0.0
20050112:0111,0.0,0.0,0.0,0.0,0.0,6.95,10.69,0.0
20050112:0211,0.0,0.0,0.0,0.0,0.0,6.75,10.41,0.0
20050112:0311,0.0,0.0,0.0,0.0,0.0,6.5,10.62,0.0
20050112:0411,0.0,0.0,0.0,0.0,0.0,6.31,10.34,0.0
20050112:0511,0.0,0.0,0.0,0.0,0.0,6.26,10.41,0.0
20050112:0611,0.0,0.0,0.0,0.0,0.0,6.4,11.03,0.0
20050112:0711,0.0,0.0,0.0,0.0,0.0,6.96,11.24,0.0
20050112:0811,0.0,0.0,0.0,0.0,0.0,6.86,11.52,0.0
20050112:0911,20.66,31.55,12.83,0.69,4.59,6.76,10.76,0.0
20050112:1011,135.12,132.23,76.64,3.59,9.93,6.93,10.48,0.0
20050112:1111,379.48,426.88,131.49,7.31,13.47,7.15,10.28,0.0
20050112:1211,486.67,577.43,142.84,9.17,14.91,7.3,9.86,0.0
20050112:1311,428.8,468.01,163.82,8.48,14.12,7.11,10.41,0.0
20050112:1411,419.39,470.75,148.57,7.11,11.18,6.99,10.21,0.0
20050112:1511,312.36,339.98,125.18,4.04,6.34,7.05,10.48,0.0
20050112:1611,0.0,0.0,0.0,0.0,0.0,6.94,10.48,0.0
20050112:1711,0.0,0.0,0.0,0.0,0.0,6.63,10.14,0.0
20050112:1811,0.0,0.0,0.0,0.0,0.0,6.37,9.66,0.0
20050112:1911,0.0,0.0,0.0,0.0,0.0,6.5,9.24,0.0
20050112:2011,0.0,0.0,0.0,0.0,0.0,6.44,9.17,0.0
20050112:2111,0.0,0.0,0.0,0.0,0.0,6.33,9.31,0.0
20050112:2211,0.0,0.0,0.0,0.0,0.0,6.24,9.1,0.0
20050112:2311,0.0,0.0,0.0,0.0,0.0,6.12,8.97,0.0
20050113:0011,0.0,0.0,0.0,0.0,0.0,6.01,8.76,0.0
20050113:0111,0.0,0.0,0.0,0.0,0.0,5.96,8.48,0.0
20050113:0211,0.0,0.0,0.0,0.0,0.0,5.86,8.28,0.0
20050113:0311,0.0,0.0,0.0,0.0,0.0,5.81,7.86,0.0
20050113:0411,0.0,0.0,0.0,0.0,0.0,5.73,7.59,0.0
20050113:0511,0.0,0.0,0.0,0.0,0.0,5.81,7.03,0.0
20050113:0611,0.0,0.0,0.0,0.0,0.0,5.67,6.28,0.0
20050113:0711,0.0,0.0,0.0,0.0,0.0,5.63,6.07,0.0
20050113:0811,0.0,0.0,0.0,0.0,0.0,5.52,5.38,0.0
20050113:0911,5.79,7.7,10.96,0.57,4.7,5.45,4.97,0.0
20050113:1011,110.84,103.55,71.24,3.39,10.06,5.83,4.76,0.0
20050113:1111,166.12,139.61,113.53,5.45,13.62,6.42,4.55,0.0
20050113:1211,445.42,518.28,152.81,8.97,15.08,6.98,4.69,0.0
20050113:1311,470.91,558.59,154.62,9.05,14.3,7.36,4.76,0.0
20050113:1411,421.77,493.41,146.62,7.31,11.36,7.41,4.07,0.0
20050113:1511,320.76,361.23,127.74,4.24,6.52,7.16,3.24,0.0
20050113:1611,0.0,0.0,0.0,0.0,0.0,6.59,2.34,0.0
20050113:1711,0.0,0.0,0.0,0.0,0.0,5.38,1.79,0.0
20050113:1811,0.0,0.0,0.0,0.0,0.0,3.66,1.86,0.0
20050113:1911,0.0,0.0,0.0,0.0,0.0,2.79,2.34,0.0
20050113:2011,0.0,0.0,0.0,0.0,0.0,3.02,2.83,0.0
20050113:2111,0.0,0.0,0.0,0.0,0.0,3.28,3.17,0.0
20050113:2211,0.0,0.0,0.0,0.0,0.0,3.39,3.38,0.0
20050113:2311,0.0,0.0,0.0,0.0,0.0,3.27,3.66,0.0
20050114:0011,0.0,0.0,0.0,0.0,0.0,3.18,3.79,0.0
20050114:0111,0.0,0.0,0.0,0.0,0.0,2.91,3.93,0.0
20050114:0211,0.0,0.0,0.0,0.0,0.0,2.74,4.0,0.0
20050114:0311,0.0,0.0,0.0,0.0,0.0,2.59,4.21,0.0
20050114:0411,0.0,0.0,0.0,0.0,0.0,2.63,4.41,0.0
20050114:0511,0.0,0.0,0.0,0.0,0.0,2.63,4.83,0.0
20050114:0611,0.0,0.0,0.0,0.0,0.0,2.73,5.45,0.0
20050114:0711,0.0,0.0,0.0,0.0,0.0,3.51,6.14,0.0
20050114:0811,0.0,0.0,0.0,0.0,0.0,3.82,6.48,0.0
20050114:0911,0.0,0.0,3.19,0.16,4.82,4.33,6.83,0.0
20050114:1011,6.6,0.0,19.93,1.01,10.2,4.71,7.1,0.0
20050114:1111,9.24,0.0,24.71,1.25,13.77,5.18,6.9,0.0
20050114:1211,59.96,17.7,83.77,4.24,15.25,5.57,7.03,0.0
20050114:1311,135.06,90.87,116.99,5.65,14.48,6.25,7.31,0.0
20050114:1411,48.28,16.49,68.68,3.43,11.55,6.61,7.1,0.0
20050114:1511,2.19,0.0,11.16,0.57,6.72,6.6,6.83,0.0
20050114:1611,0.0,0.0,0.0,0.0,0.0,6.4,6.55,0.0
20050114:1711,0.0,0.0,0.0,0.0,0.0,6.11,6.62,0.0
20050114:1811,0.0,0.0,0.0,0.0,0.0,5.92,6.9,0.0
20050114:1911,0.0,0.0,0.0,0.0,0.0,6.05,6.48,0.0
20050114:2011,0.0,0.0,0.0,0.0,0.0,6.0,6.62,0.0
20050114:2111,0.0,0.0,0.0,0.0,0.0,6.03,6.76,0.0
20050114:2211,0.0,0.0,0.0,0.0,0.0,6.28,6.76,0.0
20050114:2311,0.0,0.0,0.0,0.0,0.0,6.52,6.55,0.0
20050115:0011,0.0,0.0,0.0,0.0,0.0,6.71,6.48,0.0
20050115:0111,0.0,0.0,0.0,0.0,0.0,7.0,6.41,0.0
20050115:0211,0.0,0.0,0.0,0.0,0.0,7.48,6.14,0.0
20050115:0311,0.0,0.0,0.0,0.0,0.0,7.84,6.14,0.0
20050115:0411,0.0,0.0,0.0,0.0,0.0,8.2,6.0,0.0
20050115:0511,0.0,0.0,0.0,0.0,0.0,8.61,5.93,0.0
20050115:0611,0.0,0.0,0.0,0.0,0.0,9.0,6.07,0.0
20050115:0711,0.0,0.0,0.0,0.0,0.0,8.38,5.93,0.0
20050115:0811,0.0,0.0,0.0,0.0,0.0,8.53,5.66,0.0
20050115:0911,0.0,0.0,1.59,0.08,4.95,8.69,5.72,0.0
20050115:1011,10.86,0.0,27.9,1.41,10.34,9.08,5.66,0.0
20050115:1111,8.13,0.0,23.11,1.17,13.93,9.63,5.38,0.0
20050115:1211,8.11,0.0,23.11,1.17,15.43,9.97,5.72,0.0
20050115:1311,7.67,0.0,22.32,1.13,14.67,10.19,5.79,0.0
20050115:1411,13.09,0.0,31.88,1.62,11.75,10.51,5.86,0.0
20050115:1511,0.86,0.0,7.97,0.4,6.91,10.43,6.0,0.0
20050115:1611,0.31,0.0,6.38,0.32,0.53,10.21,5.86,0.0
20050115:1711,0.0,0.0,0.0,0.0,0.0,9.92,5.72,0.0
